iter	op	class	chunk_bytes	comp	pattern	msgs	payload_bytes	chunks_touched	chunk_fetched_bytes	summary_bytes	raw_fetched	raw_reads	file_size	wall	rss_kb
5	read	jpeg	8388608	zstd	range	18	2700000	1	8251705	3056	8254768	78	268589471	0.002596	11980
1	read	jpeg	8388608	zstd	streaming	268	40200000	6	49510230	3056	49518013	98	268589471	0.006286	12004
2	read	jpeg	8388608	zstd	streaming	268	40200000	6	49510230	3056	49518013	98	268589471	0.005491	11928
3	read	jpeg	8388608	zstd	streaming	268	40200000	6	49510230	3056	49518013	98	268589471	0.005680	12072
4	read	jpeg	8388608	zstd	streaming	268	40200000	6	49510230	3056	49518013	98	268589471	0.005381	12012
5	read	jpeg	8388608	zstd	streaming	268	40200000	6	49510230	3056	49518013	98	268589471	0.005429	12024
1	write	jpeg	16777216	zstd	-	1790	268500000	0	0	0	0	0	268587119	0.715488	36908
2	write	jpeg	16777216	zstd	-	1790	268500000	0	0	0	0	0	268587119	0.822282	37020
3	write	jpeg	16777216	zstd	-	1790	268500000	0	0	0	0	0	268587119	0.829250	37072
1	read	jpeg	16777216	zstd	full	1790	268500000	17	268555601	1728	268586776	110	268587119	0.041652	20244
2	read	jpeg	16777216	zstd	full	1790	268500000	17	268555601	1728	268586776	110	268587119	0.040591	20304
3	read	jpeg	16777216	zstd	full	1790	268500000	17	268555601	1728	268586776	110	268587119	0.034339	20152
4	read	jpeg	16777216	zstd	full	1790	268500000	17	268555601	1728	268586776	110	268587119	0.033061	20200
5	read	jpeg	16777216	zstd	full	1790	268500000	17	268555601	1728	268586776	110	268587119	0.032189	20308
1	read	jpeg	16777216	zstd	point	1	150000	1	16653441	1728	16655176	46	268587119	0.005781	20304
2	read	jpeg	16777216	zstd	point	1	150000	1	16653441	1728	16655176	46	268587119	0.005012	20228
3	read	jpeg	16777216	zstd	point	1	150000	1	16653441	1728	16655176	46	268587119	0.009180	20204
4	read	jpeg	16777216	zstd	point	1	150000	1	16653441	1728	16655176	46	268587119	0.005219	20308
5	read	jpeg	16777216	zstd	point	1	150000	1	16653441	1728	16655176	46	268587119	0.006791	20196
1	read	jpeg	16777216	zstd	range	18	2700000	2	33306882	1728	33310457	50	268587119	0.007213	20060
2	read	jpeg	16777216	zstd	range	18	2700000	2	33306882	1728	33310457	50	268587119	0.006856	20304
3	read	jpeg	16777216	zstd	range	18	2700000	2	33306882	1728	33310457	50	268587119	0.007196	20300
4	read	jpeg	16777216	zstd	range	18	2700000	2	33306882	1728	33310457	50	268587119	0.006838	20156
5	read	jpeg	16777216	zstd	range	18	2700000	2	33306882	1728	33310457	50	268587119	0.006622	20304
1	read	jpeg	16777216	zstd	streaming	268	40200000	4	66613764	1728	66621019	58	268587119	0.010271	20332
2	read	jpeg	16777216	zstd	streaming	268	40200000	4	66613764	1728	66621019	58	268587119	0.009797	20116
3	read	jpeg	16777216	zstd	streaming	268	40200000	4	66613764	1728	66621019	58	268587119	0.009868	20152
4	read	jpeg	16777216	zstd	streaming	268	40200000	4	66613764	1728	66621019	58	268587119	0.009890	20300
5	read	jpeg	16777216	zstd	streaming	268	40200000	4	66613764	1728	66621019	58	268587119	0.009721	20200
1	write	jpeg	33554432	zstd	-	1790	268500000	0	0	0	0	0	268585943	0.737821	70084
2	write	jpeg	33554432	zstd	-	1790	268500000	0	0	0	0	0	268585943	0.804887	70108
3	write	jpeg	33554432	zstd	-	1790	268500000	0	0	0	0	0	268585943	0.806698	70112
1	read	jpeg	33554432	zstd	full	1790	268500000	9	268555601	1064	268585728	62	268585943	0.038704	36584
2	read	jpeg	33554432	zstd	full	1790	268500000	9	268555601	1064	268585728	62	268585943	0.046197	36668
3	read	jpeg	33554432	zstd	full	1790	268500000	9	268555601	1064	268585728	62	268585943	0.037243	36556
4	read	jpeg	33554432	zstd	full	1790	268500000	9	268555601	1064	268585728	62	268585943	0.036252	36524
5	read	jpeg	33554432	zstd	full	1790	268500000	9	268555601	1064	268585728	62	268585943	0.035531	36604
1	read	jpeg	33554432	zstd	point	1	150000	1	33456913	1064	33457984	30	268585943	0.011563	36568
2	read	jpeg	33554432	zstd	point	1	150000	1	33456913	1064	33457984	30	268585943	0.010460	36576
3	read	jpeg	33554432	zstd	point	1	150000	1	33456913	1064	33457984	30	268585943	0.010103	36720
4	read	jpeg	33554432	zstd	point	1	150000	1	33456913	1064	33457984	30	268585943	0.010436	36600
5	read	jpeg	33554432	zstd	point	1	150000	1	33456913	1064	33457984	30	268585943	0.010072	36720
1	read	jpeg	33554432	zstd	range	18	2700000	2	66913826	1064	66918529	34	268585943	0.015565	36572
2	read	jpeg	33554432	zstd	range	18	2700000	2	66913826	1064	66918529	34	268585943	0.014261	36572
3	read	jpeg	33554432	zstd	range	18	2700000	2	66913826	1064	66918529	34	268585943	0.013781	36576
4	read	jpeg	33554432	zstd	range	18	2700000	2	66913826	1064	66918529	34	268585943	0.014147	36672
5	read	jpeg	33554432	zstd	range	18	2700000	2	66913826	1064	66918529	34	268585943	0.013791	36524
1	read	jpeg	33554432	zstd	streaming	268	40200000	2	66913826	1064	66918529	34	268585943	0.013497	36372
2	read	jpeg	33554432	zstd	streaming	268	40200000	2	66913826	1064	66918529	34	268585943	0.014039	36428
3	read	jpeg	33554432	zstd	streaming	268	40200000	2	66913826	1064	66918529	34	268585943	0.012301	36616
4	read	jpeg	33554432	zstd	streaming	268	40200000	2	66913826	1064	66918529	34	268585943	0.012788	36500
5	read	jpeg	33554432	zstd	streaming	268	40200000	2	66913826	1064	66918529	34	268585943	0.012312	36396
1	write	pointcloud	262144	zstd	-	179	268500000	0	0	0	0	0	124672045	1.636182	8952
2	write	pointcloud	262144	zstd	-	179	268500000	0	0	0	0	0	124672045	1.807590	9020
3	write	pointcloud	262144	zstd	-	179	268500000	0	0	0	0	0	124672045	1.814778	8856
1	read	pointcloud	262144	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.256111	7332
2	read	pointcloud	262144	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.259358	7412
3	read	pointcloud	262144	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.255372	7344
4	read	pointcloud	262144	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.253409	7412
5	read	pointcloud	262144	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.254307	7356
1	read	pointcloud	262144	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003683	7364
2	read	pointcloud	262144	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.004434	7476
3	read	pointcloud	262144	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003707	7340
4	read	pointcloud	262144	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003884	7208
5	read	pointcloud	262144	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003741	7136
1	read	pointcloud	262144	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002153	6724
2	read	pointcloud	262144	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002133	6784
3	read	pointcloud	262144	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002079	6936
4	read	pointcloud	262144	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.001979	6720
5	read	pointcloud	262144	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002019	6612
1	read	pointcloud	262144	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.039068	7288
2	read	pointcloud	262144	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.040119	7472
3	read	pointcloud	262144	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.039578	7308
4	read	pointcloud	262144	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038722	7248
5	read	pointcloud	262144	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038537	7236
1	write	pointcloud	786432	zstd	-	179	268500000	0	0	0	0	0	124672045	1.635687	8996
2	write	pointcloud	786432	zstd	-	179	268500000	0	0	0	0	0	124672045	1.770074	8900
3	write	pointcloud	786432	zstd	-	179	268500000	0	0	0	0	0	124672045	1.862868	8996
1	read	pointcloud	786432	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.257773	7140
2	read	pointcloud	786432	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.285741	7416
3	read	pointcloud	786432	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.255795	7460
4	read	pointcloud	786432	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.256510	7304
5	read	pointcloud	786432	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.254364	7340
1	read	pointcloud	786432	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.004024	7316
2	read	pointcloud	786432	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003778	7344
3	read	pointcloud	786432	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003959	7332
4	read	pointcloud	786432	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003754	7328
5	read	pointcloud	786432	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003741	7336
1	read	pointcloud	786432	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002088	6672
2	read	pointcloud	786432	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002108	6804
3	read	pointcloud	786432	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002077	6800
4	read	pointcloud	786432	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002112	6808
5	read	pointcloud	786432	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002058	6816
1	read	pointcloud	786432	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.039273	7452
2	read	pointcloud	786432	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038958	7304
3	read	pointcloud	786432	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038915	7348
4	read	pointcloud	786432	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.039185	7332
5	read	pointcloud	786432	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038344	7244
1	write	pointcloud	1048576	zstd	-	179	268500000	0	0	0	0	0	124672045	1.643709	8952
2	write	pointcloud	1048576	zstd	-	179	268500000	0	0	0	0	0	124672045	1.839518	8972
3	write	pointcloud	1048576	zstd	-	179	268500000	0	0	0	0	0	124672045	1.758154	9064
1	read	pointcloud	1048576	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.262324	7344
2	read	pointcloud	1048576	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.261769	7312
3	read	pointcloud	1048576	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.257548	7360
4	read	pointcloud	1048576	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.255914	7460
5	read	pointcloud	1048576	zstd	full	179	268500000	180	124640951	15947	124671910	1086	124672045	0.260086	7208
1	read	pointcloud	1048576	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.004259	7332
2	read	pointcloud	1048576	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003962	7364
3	read	pointcloud	1048576	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003738	7352
4	read	pointcloud	1048576	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003604	7332
5	read	pointcloud	1048576	zstd	point	1	1500000	1	695684	15947	1407732	376	124672045	0.003791	7300
1	read	pointcloud	1048576	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002033	6616
2	read	pointcloud	1048576	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002020	6612
3	read	pointcloud	1048576	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002048	6832
4	read	pointcloud	1048576	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002042	6952
5	read	pointcloud	1048576	zstd	range	1	1500000	1	695684	15947	711642	372	124672045	0.002043	6780
1	read	pointcloud	1048576	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.039273	7216
2	read	pointcloud	1048576	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.039270	7208
3	read	pointcloud	1048576	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038939	7328
4	read	pointcloud	1048576	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038669	7224
5	read	pointcloud	1048576	zstd	streaming	27	40500000	27	18797798	15947	18815940	476	124672045	0.038890	7308
1	write	pointcloud	4194304	zstd	-	179	268500000	0	0	0	0	0	124651448	1.629678	12012
2	write	pointcloud	4194304	zstd	-	179	268500000	0	0	0	0	0	124651448	1.872835	11896
3	write	pointcloud	4194304	zstd	-	179	268500000	0	0	0	0	0	124651448	1.795180	12008
1	read	pointcloud	4194304	zstd	full	179	268500000	90	124634271	8131	124651313	548	124651448	0.258224	9800
2	read	pointcloud	4194304	zstd	full	179	268500000	90	124634271	8131	124651313	548	124651448	0.262369	9864
3	read	pointcloud	4194304	zstd	full	179	268500000	90	124634271	8131	124651313	548	124651448	0.262417	9960
4	read	pointcloud	4194304	zstd	full	179	268500000	90	124634271	8131	124651313	548	124651448	0.261023	9960
5	read	pointcloud	4194304	zstd	full	179	268500000	90	124634271	8131	124651313	548	124651448	0.256554	10004
1	read	pointcloud	4194304	zstd	point	1	1500000	1	1392168	8131	2792146	196	124651448	0.006836	8364
2	read	pointcloud	4194304	zstd	point	1	1500000	1	1392168	8131	2792146	196	124651448	0.007417	8272
3	read	pointcloud	4194304	zstd	point	1	1500000	1	1392168	8131	2792146	196	124651448	0.006790	8340
4	read	pointcloud	4194304	zstd	point	1	1500000	1	1392168	8131	2792146	196	124651448	0.007626	8248
5	read	pointcloud	4194304	zstd	point	1	1500000	1	1392168	8131	2792146	196	124651448	0.006813	8320
1	read	pointcloud	4194304	zstd	range	1	1500000	1	1392168	8131	1400310	192	124651448	0.004133	8432
2	read	pointcloud	4194304	zstd	range	1	1500000	1	1392168	8131	1400310	192	124651448	0.004063	8196
3	read	pointcloud	4194304	zstd	range	1	1500000	1	1392168	8131	1400310	192	124651448	0.004121	8256
4	read	pointcloud	4194304	zstd	range	1	1500000	1	1392168	8131	1400310	192	124651448	0.004094	8180
5	read	pointcloud	4194304	zstd	range	1	1500000	1	1392168	8131	1400310	192	124651448	0.004073	8200
1	read	pointcloud	4194304	zstd	streaming	27	40500000	14	19492374	8131	19501816	244	124651448	0.041358	10116
2	read	pointcloud	4194304	zstd	streaming	27	40500000	14	19492374	8131	19501816	244	124651448	0.041531	9804
3	read	pointcloud	4194304	zstd	streaming	27	40500000	14	19492374	8131	19501816	244	124651448	0.041221	9980
4	read	pointcloud	4194304	zstd	streaming	27	40500000	14	19492374	8131	19501816	244	124651448	0.041532	9912
5	read	pointcloud	4194304	zstd	streaming	27	40500000	14	19492374	8131	19501816	244	124651448	0.041396	9996
1	write	pointcloud	8388608	zstd	-	179	268500000	0	0	0	0	0	124644616	1.622012	20972
2	write	pointcloud	8388608	zstd	-	179	268500000	0	0	0	0	0	124644616	1.684132	20860
3	write	pointcloud	8388608	zstd	-	179	268500000	0	0	0	0	0	124644616	1.796819	20904
1	read	pointcloud	8388608	zstd	full	179	268500000	36	124635809	3433	124644433	224	124644616	0.262197	18332
2	read	pointcloud	8388608	zstd	full	179	268500000	36	124635809	3433	124644433	224	124644616	0.264756	18396
3	read	pointcloud	8388608	zstd	full	179	268500000	36	124635809	3433	124644433	224	124644616	0.260722	18364
4	read	pointcloud	8388608	zstd	full	179	268500000	36	124635809	3433	124644433	224	124644616	0.259890	18300
5	read	pointcloud	8388608	zstd	full	179	268500000	36	124635809	3433	124644433	224	124644616	0.261527	18408
1	read	pointcloud	8388608	zstd	point	1	1500000	1	3480876	3433	6964723	88	124644616	0.017765	15224
2	read	pointcloud	8388608	zstd	point	1	1500000	1	3480876	3433	6964723	88	124644616	0.017704	15228
3	read	pointcloud	8388608	zstd	point	1	1500000	1	3480876	3433	6964723	88	124644616	0.017261	15144
4	read	pointcloud	8388608	zstd	point	1	1500000	1	3480876	3433	6964723	88	124644616	0.017441	15176
5	read	pointcloud	8388608	zstd	point	1	1500000	1	3480876	3433	6964723	88	124644616	0.017217	15128
1	read	pointcloud	8388608	zstd	range	1	1500000	1	3480876	3433	3484320	84	124644616	0.009863	15176
2	read	pointcloud	8388608	zstd	range	1	1500000	1	3480876	3433	3484320	84	124644616	0.010098	15252
3	read	pointcloud	8388608	zstd	range	1	1500000	1	3480876	3433	3484320	84	124644616	0.009977	15192
4	read	pointcloud	8388608	zstd	range	1	1500000	1	3480876	3433	3484320	84	124644616	0.010000	15216
5	read	pointcloud	8388608	zstd	range	1	1500000	1	3480876	3433	3484320	84	124644616	0.010041	15240
1	read	pointcloud	8388608	zstd	streaming	27	40500000	6	20885731	3433	20889915	104	124644616	0.047519	18460
2	read	pointcloud	8388608	zstd	streaming	27	40500000	6	20885731	3433	20889915	104	124644616	0.047253	18296
3	read	pointcloud	8388608	zstd	streaming	27	40500000	6	20885731	3433	20889915	104	124644616	0.047299	18320
4	read	pointcloud	8388608	zstd	streaming	27	40500000	6	20885731	3433	20889915	104	124644616	0.046256	18348
5	read	pointcloud	8388608	zstd	streaming	27	40500000	6	20885731	3433	20889915	104	124644616	0.046144	18256
1	write	pointcloud	16777216	zstd	-	179	268500000	0	0	0	0	0	124642369	1.626993	38344
2	write	pointcloud	16777216	zstd	-	179	268500000	0	0	0	0	0	124642369	1.748365	38420
3	write	pointcloud	16777216	zstd	-	179	268500000	0	0	0	0	0	124642369	1.673752	38356
1	read	pointcloud	16777216	zstd	full	179	268500000	17	124636507	1780	124642202	110	124642369	0.262755	35580
2	read	pointcloud	16777216	zstd	full	179	268500000	17	124636507	1780	124642202	110	124642369	0.271451	35472
3	read	pointcloud	16777216	zstd	full	179	268500000	17	124636507	1780	124642202	110	124642369	0.263562	35448
4	read	pointcloud	16777216	zstd	full	179	268500000	17	124636507	1780	124642202	110	124642369	0.261648	35572
5	read	pointcloud	16777216	zstd	full	179	268500000	17	124636507	1780	124642202	110	124642369	0.261327	35444
1	read	pointcloud	16777216	zstd	point	1	1500000	1	7657499	1780	7659290	46	124642369	0.025443	28080
2	read	pointcloud	16777216	zstd	point	1	1500000	1	7657499	1780	7659290	46	124642369	0.021936	28036
3	read	pointcloud	16777216	zstd	point	1	1500000	1	7657499	1780	7659290	46	124642369	0.022286	28024
4	read	pointcloud	16777216	zstd	point	1	1500000	1	7657499	1780	7659290	46	124642369	0.021595	27984
5	read	pointcloud	16777216	zstd	point	1	1500000	1	7657499	1780	7659290	46	124642369	0.021645	28100
1	read	pointcloud	16777216	zstd	range	1	1500000	1	7657499	1780	7659290	46	124642369	0.021606	27944
2	read	pointcloud	16777216	zstd	range	1	1500000	1	7657499	1780	7659290	46	124642369	0.021592	28092
3	read	pointcloud	16777216	zstd	range	1	1500000	1	7657499	1780	7659290	46	124642369	0.022038	28072
4	read	pointcloud	16777216	zstd	range	1	1500000	1	7657499	1780	7659290	46	124642369	0.021602	28212
5	read	pointcloud	16777216	zstd	range	1	1500000	1	7657499	1780	7659290	46	124642369	0.022257	28088
1	read	pointcloud	16777216	zstd	streaming	27	40500000	4	30631337	1780	30633860	58	124642369	0.071449	35328
2	read	pointcloud	16777216	zstd	streaming	27	40500000	4	30631337	1780	30633860	58	124642369	0.070555	35424
3	read	pointcloud	16777216	zstd	streaming	27	40500000	4	30631337	1780	30633860	58	124642369	0.070715	35256
4	read	pointcloud	16777216	zstd	streaming	27	40500000	4	30631337	1780	30633860	58	124642369	0.070439	35376
5	read	pointcloud	16777216	zstd	streaming	27	40500000	4	30631337	1780	30633860	58	124642369	0.071947	35460
1	write	pointcloud	33554432	zstd	-	179	268500000	0	0	0	0	0	124640817	1.628558	70776
2	write	pointcloud	33554432	zstd	-	179	268500000	0	0	0	0	0	124640817	1.676065	70756
3	write	pointcloud	33554432	zstd	-	179	268500000	0	0	0	0	0	124640817	1.736945	70844
1	read	pointcloud	33554432	zstd	full	179	268500000	9	124636195	1084	124640650	62	124640817	0.275874	66380
2	read	pointcloud	33554432	zstd	full	179	268500000	9	124636195	1084	124640650	62	124640817	0.280216	66364
3	read	pointcloud	33554432	zstd	full	179	268500000	9	124636195	1084	124640650	62	124640817	0.273695	66408
4	read	pointcloud	33554432	zstd	full	179	268500000	9	124636195	1084	124640650	62	124640817	0.275683	66364
5	read	pointcloud	33554432	zstd	full	179	268500000	9	124636195	1084	124640650	62	124640817	0.272077	66412
1	read	pointcloud	33554432	zstd	point	1	1500000	1	15320986	1084	15322081	30	124640817	0.044462	51640
2	read	pointcloud	33554432	zstd	point	1	1500000	1	15320986	1084	15322081	30	124640817	0.044973	51484
3	read	pointcloud	33554432	zstd	point	1	1500000	1	15320986	1084	15322081	30	124640817	0.043791	51544
4	read	pointcloud	33554432	zstd	point	1	1500000	1	15320986	1084	15322081	30	124640817	0.044576	51532
5	read	pointcloud	33554432	zstd	point	1	1500000	1	15320986	1084	15322081	30	124640817	0.043974	51732
1	read	pointcloud	33554432	zstd	range	1	1500000	1	15320986	1084	15322081	30	124640817	0.043704	51568
2	read	pointcloud	33554432	zstd	range	1	1500000	1	15320986	1084	15322081	30	124640817	0.044123	51456
3	read	pointcloud	33554432	zstd	range	1	1500000	1	15320986	1084	15322081	30	124640817	0.045642	51452
4	read	pointcloud	33554432	zstd	range	1	1500000	1	15320986	1084	15322081	30	124640817	0.044321	51576
5	read	pointcloud	33554432	zstd	range	1	1500000	1	15320986	1084	15322081	30	124640817	0.043003	51448
1	read	pointcloud	33554432	zstd	streaming	27	40500000	2	30631230	1084	30632745	34	124640817	0.079762	66308
2	read	pointcloud	33554432	zstd	streaming	27	40500000	2	30631230	1084	30632745	34	124640817	0.079157	66224
3	read	pointcloud	33554432	zstd	streaming	27	40500000	2	30631230	1084	30632745	34	124640817	0.078920	66456
4	read	pointcloud	33554432	zstd	streaming	27	40500000	2	30631230	1084	30632745	34	124640817	0.079708	66548
5	read	pointcloud	33554432	zstd	streaming	27	40500000	2	30631230	1084	30632745	34	124640817	0.078942	66556
1	write	mixed	262144	zstd	-	5806	268903904	0	0	0	0	0	144016090	1.535820	9304
2	write	mixed	262144	zstd	-	5806	268903904	0	0	0	0	0	144016090	1.773515	9360
3	write	mixed	262144	zstd	-	5806	268903904	0	0	0	0	0	144016090	1.626810	9416
1	read	mixed	262144	zstd	full	5806	268903904	388	143845560	41086	144015877	3744	144016090	0.235752	7824
2	read	mixed	262144	zstd	full	5806	268903904	388	143845560	41086	144015877	3744	144016090	0.237378	7708
3	read	mixed	262144	zstd	full	5806	268903904	388	143845560	41086	144015877	3744	144016090	0.234730	7684
4	read	mixed	262144	zstd	full	5806	268903904	388	143845560	41086	144015877	3744	144016090	0.234171	7688
5	read	mixed	262144	zstd	full	5806	268903904	388	143845560	41086	144015877	3744	144016090	0.234542	7592
1	read	mixed	262144	zstd	point	3	1996	1	155159	41086	196256	804	144016090	0.000172	5108
2	read	mixed	262144	zstd	point	3	1996	1	155159	41086	196256	804	144016090	0.000203	5116
3	read	mixed	262144	zstd	point	3	1996	1	155159	41086	196256	804	144016090	0.000155	5040
4	read	mixed	262144	zstd	point	3	1996	1	155159	41086	196256	804	144016090	0.000170	5088
5	read	mixed	262144	zstd	point	3	1996	1	155159	41086	196256	804	144016090	0.000157	5208
1	read	mixed	262144	zstd	range	57	3463952	6	2010086	41086	2052898	842	144016090	0.004121	7444
2	read	mixed	262144	zstd	range	57	3463952	6	2010086	41086	2052898	842	144016090	0.004050	7608
3	read	mixed	262144	zstd	range	57	3463952	6	2010086	41086	2052898	842	144016090	0.004465	7608
4	read	mixed	262144	zstd	range	57	3463952	6	2010086	41086	2052898	842	144016090	0.003946	7616
5	read	mixed	262144	zstd	range	57	3463952	6	2010086	41086	2052898	842	144016090	0.004017	7584
1	read	mixed	262144	zstd	streaming	870	39969296	59	21558760	41086	21619496	1246	144016090	0.036475	7576
2	read	mixed	262144	zstd	streaming	870	39969296	59	21558760	41086	21619496	1246	144016090	0.035992	7620
3	read	mixed	262144	zstd	streaming	870	39969296	59	21558760	41086	21619496	1246	144016090	0.036353	7616
4	read	mixed	262144	zstd	streaming	870	39969296	59	21558760	41086	21619496	1246	144016090	0.035446	7488
5	read	mixed	262144	zstd	streaming	870	39969296	59	21558760	41086	21619496	1246	144016090	0.035389	7640
1	read	mixed	262144	zstd	topic	3096	309600	388	143845560	41086	144015877	3744	144016090	0.233173	7708
2	read	mixed	262144	zstd	topic	3096	309600	388	143845560	41086	144015877	3744	144016090	0.234607	7632
3	read	mixed	262144	zstd	topic	3096	309600	388	143845560	41086	144015877	3744	144016090	0.233688	7492
4	read	mixed	262144	zstd	topic	3096	309600	388	143845560	41086	144015877	3744	144016090	0.232866	7684
5	read	mixed	262144	zstd	topic	3096	309600	388	143845560	41086	144015877	3744	144016090	0.231826	7768
1	write	mixed	786432	zstd	-	5806	268903904	0	0	0	0	0	143889486	1.536924	9204
2	write	mixed	786432	zstd	-	5806	268903904	0	0	0	0	0	143889486	1.776062	9416
3	write	mixed	786432	zstd	-	5806	268903904	0	0	0	0	0	143889486	1.729931	9464
1	read	mixed	786432	zstd	full	5806	268903904	311	143736113	32351	143888842	2820	143889486	0.234463	7580
2	read	mixed	786432	zstd	full	5806	268903904	311	143736113	32351	143888842	2820	143889486	0.236768	7484
3	read	mixed	786432	zstd	full	5806	268903904	311	143736113	32351	143888842	2820	143889486	0.233551	7460
4	read	mixed	786432	zstd	full	5806	268903904	311	143736113	32351	143888842	2820	143889486	0.232501	7696
5	read	mixed	786432	zstd	full	5806	268903904	311	143736113	32351	143888842	2820	143889486	0.234226	7588
1	read	mixed	786432	zstd	point	3	1996	1	155159	32351	187521	650	143889486	0.000171	4864
2	read	mixed	786432	zstd	point	3	1996	1	155159	32351	187521	650	143889486	0.000190	5056
3	read	mixed	786432	zstd	point	3	1996	1	155159	32351	187521	650	143889486	0.000147	5052
4	read	mixed	786432	zstd	point	3	1996	1	155159	32351	187521	650	143889486	0.000149	4932
5	read	mixed	786432	zstd	point	3	1996	1	155159	32351	187521	650	143889486	0.000143	4836
1	read	mixed	786432	zstd	range	57	3463952	5	2161726	32351	2195694	678	143889486	0.004160	7508
2	read	mixed	786432	zstd	range	57	3463952	5	2161726	32351	2195694	678	143889486	0.004555	7504
3	read	mixed	786432	zstd	range	57	3463952	5	2161726	32351	2195694	678	143889486	0.004171	7456
4	read	mixed	786432	zstd	range	57	3463952	5	2161726	32351	2195694	678	143889486	0.004035	7476
5	read	mixed	786432	zstd	range	57	3463952	5	2161726	32351	2195694	678	143889486	0.004066	7592
1	read	mixed	786432	zstd	streaming	870	39969296	47	21543703	32351	21593988	972	143889486	0.035239	7484
2	read	mixed	786432	zstd	streaming	870	39969296	47	21543703	32351	21593988	972	143889486	0.035779	7384
3	read	mixed	786432	zstd	streaming	870	39969296	47	21543703	32351	21593988	972	143889486	0.035627	7424
4	read	mixed	786432	zstd	streaming	870	39969296	47	21543703	32351	21593988	972	143889486	0.035882	7436
5	read	mixed	786432	zstd	streaming	870	39969296	47	21543703	32351	21593988	972	143889486	0.034443	7548
1	read	mixed	786432	zstd	topic	3096	309600	311	143736113	32351	143888842	2820	143889486	0.233524	7580
2	read	mixed	786432	zstd	topic	3096	309600	311	143736113	32351	143888842	2820	143889486	0.234028	7508
3	read	mixed	786432	zstd	topic	3096	309600	311	143736113	32351	143888842	2820	143889486	0.231782	7388
4	read	mixed	786432	zstd	topic	3096	309600	311	143736113	32351	143888842	2820	143889486	0.231820	7588
