run,messages,batch_size,plugin_config,avg_byte_throughput,close_time
3,10KiB,10MiB,mcap_default,2524223145.2302866,0.001004377
3,10KiB,10MiB,mcap_compressed_nocrc,806609502.3789405,0.004952509
3,10KiB,10MiB,mcap_uncompressed_crc,272348139.8815175,0.000900256
3,10KiB,10MiB,mcap_nochunking,2566425245.237572,0.000922005
3,10KiB,10MiB,sqlite_default,1412664972.0534492,0.000306613
3,10KiB,10MiB,sqlite_resilient,435405042.55964357,0.001108623
3,100B,1KiB,mcap_default,92798734.28058183,0.001181079
3,100B,1KiB,mcap_compressed_nocrc,91437802.55252089,0.002157541
3,100B,1KiB,mcap_uncompressed_crc,61119260.2359472,0.001269493
3,100B,1KiB,mcap_nochunking,451025511.1059488,0.00097413
3,100B,1KiB,sqlite_default,44494964.5880376,0.000259782
3,100B,1KiB,sqlite_resilient,43628057.911428906,0.001459614
3,100B,10MiB,mcap_default,86128399.13847771,0.001309203
3,100B,10MiB,mcap_compressed_nocrc,72207060.64793466,0.002264378
3,100B,10MiB,mcap_uncompressed_crc,58957096.9782755,0.001132376
3,100B,10MiB,mcap_nochunking,436304263.0873246,0.002254587
3,100B,10MiB,sqlite_default,82680593.75504771,0.000366612
3,100B,10MiB,sqlite_resilient,73035144.59249796,0.001209458
3,mixed,1KiB,mcap_default,479844804.9942848,0.000904719
3,mixed,1KiB,mcap_compressed_nocrc,471095863.75526476,0.001211834
3,mixed,1KiB,mcap_uncompressed_crc,99436685.65598686,0.000764182
3,mixed,1KiB,mcap_nochunking,774767194.2943306,0.000969509
3,mixed,1KiB,sqlite_default,135991807.90483248,0.000274741
3,mixed,1KiB,sqlite_resilient,119694753.1806829,0.001903769
3,mixed,10MiB,mcap_default,718975087.0457866,0.001086631
3,mixed,10MiB,mcap_compressed_nocrc,415434939.5636614,0.001208085
3,mixed,10MiB,mcap_uncompressed_crc,203429348.2334385,0.0007816
3,mixed,10MiB,mcap_nochunking,1629118703.771763,0.000976093
3,mixed,10MiB,sqlite_default,633340414.0039872,0.000269908
3,mixed,10MiB,sqlite_resilient,356013563.4524726,0.003861874
4,1MiB,1KiB,mcap_default,3495195417.464866,0.000826181
4,1MiB,1KiB,mcap_compressed_nocrc,989515801.7325095,0.00073956
4,1MiB,1KiB,mcap_uncompressed_crc,278963459.0045239,0.000731185
4,1MiB,1KiB,mcap_nochunking,2438599602.285104,0.000931971
4,1MiB,1KiB,sqlite_default,2462141757.553772,0.000292324
4,1MiB,1KiB,sqlite_resilient,1326611308.8227513,0.002280094
4,1MiB,10MiB,mcap_default,3502684957.4163055,0.000841598
4,1MiB,10MiB,mcap_compressed_nocrc,976262752.495687,0.000781601
4,1MiB,10MiB,mcap_uncompressed_crc,279591109.0325374,0.000728644
4,1MiB,10MiB,mcap_nochunking,2461539282.0713506,0.000942512
4,1MiB,10MiB,sqlite_default,2254704271.012468,0.000292533
4,1MiB,10MiB,sqlite_resilient,736424362.5777782,0.000889889
4,10KiB,1KiB,mcap_default,6850486150.7090645,0.000993469
4,10KiB,1KiB,mcap_compressed_nocrc,6806025762.5375185,0.001373082
4,10KiB,1KiB,mcap_uncompressed_crc,290815346.0745583,0.000910472
4,10KiB,1KiB,mcap_nochunking,2543272702.0374694,0.001150881
4,10KiB,1KiB,sqlite_default,546790096.4513392,0.000270533
4,10KiB,1KiB,sqlite_resilient,489898110.92636156,0.000982304
4,10KiB,10MiB,mcap_default,2527450685.503912,0.000940888
4,10KiB,10MiB,mcap_compressed_nocrc,799538879.4164934,0.00141454
4,10KiB,10MiB,mcap_uncompressed_crc,269082790.1521978,0.000865848
4,10KiB,10MiB,mcap_nochunking,2538198220.8701677,0.001032928
4,10KiB,10MiB,sqlite_default,1420163006.0910408,0.000242951
4,10KiB,10MiB,sqlite_resilient,452600000.2824557,0.000969262
4,100B,1KiB,mcap_default,92266163.16637087,0.001399
4,100B,1KiB,mcap_compressed_nocrc,91193462.72220865,0.002183978
4,100B,1KiB,mcap_uncompressed_crc,60839887.969921924,0.001077344
4,100B,1KiB,mcap_nochunking,447174334.0127953,0.001023012
4,100B,1KiB,sqlite_default,44753668.31150957,0.00024541
4,100B,1KiB,sqlite_resilient,43192034.7653576,0.001599414
4,100B,10MiB,mcap_default,86117451.84431268,0.001498542
4,100B,10MiB,mcap_compressed_nocrc,71929557.9181253,0.002217189
4,100B,10MiB,mcap_uncompressed_crc,58818254.495295,0.001177593
4,100B,10MiB,mcap_nochunking,427361184.36986405,0.001010057
4,100B,10MiB,sqlite_default,82934594.93887071,0.000353574
4,100B,10MiB,sqlite_resilient,72305534.49546248,0.001192635
4,mixed,1KiB,mcap_default,486316040.3744359,0.000859311
4,mixed,1KiB,mcap_compressed_nocrc,465542275.4216134,0.001204593
4,mixed,1KiB,mcap_uncompressed_crc,98241896.21469212,0.000777813
4,mixed,1KiB,mcap_nochunking,768389935.8008521,0.000997307
4,mixed,1KiB,sqlite_default,138068974.36135426,0.000304659
4,mixed,1KiB,sqlite_resilient,114828555.02528034,0.002098821
4,mixed,10MiB,mcap_default,713981256.0042243,0.000856978
4,mixed,10MiB,mcap_compressed_nocrc,418946881.0975762,0.001174512
4,mixed,10MiB,mcap_uncompressed_crc,202608172.6092123,0.00076323
4,mixed,10MiB,mcap_nochunking,1640627472.8302135,0.000972642
4,mixed,10MiB,sqlite_default,635695460.2314634,0.000280618
4,mixed,10MiB,sqlite_resilient,346709087.1751395,0.003460621
